,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
10693,Henrique Jardinel,29,175,71,Ponte Preta,5000,60,45,63,64,60,,,,,
10694,A. Keita,30,185,75,Ãstersunds FK,1000,,,,,,74,58,75,22,55
10695,V. JugoviÄ,27,178,69,Jeonnam Dragons,2000,73,61,61,68,59,,,,,
10696,M. SolÃ­s,34,185,83,Independiente Santa Fe,1000,,,,,,61,64,72,34,66
10697,N. Bandiera,27,172,65,Belgrano de CÃ³rdoba,5000,76,63,48,69,21,,,,,
10698,T. Aoki,27,179,77,Urawa Red Diamonds,4000,70,53,60,65,63,,,,,
10699,Y. Rokutan,30,188,80,Shimizu S-Pulse,1000,,,,,,64,64,57,32,62
10700,Y. Hiraoka,31,183,70,Vegalta Sendai,2000,53,24,39,41,65,,,,,
10701,T. Hayashi,34,188,87,Sanfrecce Hiroshima,3000,,,,,,63,65,62,28,66
10702,K. Morisaki,36,177,75,Sanfrecce Hiroshima,3000,38,42,60,57,61,,,,,
10703,H. Fujiharu,28,175,60,Gamba Osaka,4000,62,32,50,59,67,,,,,
10704,Kim Jung Ya,29,183,74,Gamba Osaka,4000,50,39,42,45,65,,,,,
10705,K. Oi,33,180,75,JÃºbilo Iwata,2000,52,27,40,37,66,,,,,
10706,R. Hayasaka,31,183,73,Hokkaido Consadole Sapporo,2000,61,59,64,67,30,,,,,
10707,Y. Iwakami,27,170,69,Omiya Ardija,2000,62,59,61,64,42,,,,,
10708,Y. Maruyama,28,183,74,FC Tokyo,3000,63,35,53,52,65,,,,,
10709,S. Arai,28,185,82,Kawasaki Frontale,2000,,,,,,66,63,58,49,63
10710,Kweon Han Jin,29,187,77,Jeju United FC,2000,55,39,47,51,66,,,,,
10711,Kainho Selva,29,183,79,VitÃ³ria,4000,66,30,49,61,68,,,,,
10712,TomÃ¡s Nuninho,33,189,83,Chapecoense,5000,53,49,59,60,60,,,,,
10713,Jean Cleber,27,180,80,Clube Sport MarÃ­timo,3000,61,44,56,60,65,,,,,
10714,Janota,30,190,86,CD Tondela,2000,,,,,,66,69,58,29,57
10715,C. Bernardi,27,177,73,Club AtlÃ©tico ColÃ³n,4000,78,58,64,65,41,,,,,
10716,Nito Carbelho,25,181,75,AvaÃ­ FC,5000,74,62,57,66,38,,,,,
10717,O. Pehrsson,29,192,81,IK Sirius,1000,54,34,41,42,63,,,,,
10718,B. Kallman,26,188,86,Minnesota United FC,2000,63,39,48,37,62,,,,,
10719,O. Eddahri,26,185,77,AFC Eskilstuna,2000,63,56,63,70,42,,,,,
10720,K. Murata,28,169,64,Shimizu S-Pulse,2000,79,55,60,65,49,,,,,
10721,Y. Hasegawa,29,187,78,Shimizu S-Pulse,2000,55,66,50,66,20,,,,,
10722,N. Sakemoto,32,175,73,Cerezo Osaka,2000,65,38,52,59,64,,,,,
10723,M. MikoviÄ,26,168,67,Bruk-Bet Termalica Nieciecza,2000,78,65,60,62,29,,,,,
10724,C. Kammlott,27,180,74,FC Rot-WeiÃ Erfurt,1000,80,66,50,68,23,,,,,
10725,C. Handke,28,191,80,1. FC Magdeburg,1000,50,27,36,35,64,,,,,
10726,R. Rep,27,177,73,LASK Linz,5000,71,55,64,62,25,,,,,
10727,M. Wassey,29,187,79,SC Paderborn 07,1000,63,58,65,65,56,,,,,
10728,C. Andriamahitsinoro,27,176,67,Ohod Club,6000,87,55,57,65,26,,,,,
10729,Ibson Melo,27,179,72,Clube Sport MarÃ­timo,3000,78,60,56,69,31,,,,,
10730,Bebeto,27,174,70,Clube Sport MarÃ­timo,3000,74,45,55,66,59,,,,,
10731,S. Iocolano,27,174,72,Bari,2000,64,61,65,68,28,,,,,
10732,B. Woodburn,17,174,72,Liverpool,15000,77,61,55,67,21,,,,,
10733,A. Dozzell,18,178,64,Ipswich Town,3000,76,60,65,69,38,,,,,
10734,M. Kean,17,182,79,Hellas Verona,5000,68,65,47,64,21,,,,,
10735,G. Itter,18,185,72,VfL Wolfsburg,7000,68,41,61,63,62,,,,,
10736,A. Bastoni,18,190,75,Atalanta,7000,58,33,40,41,65,,,,,
10737,M. van Bergen,17,172,62,Vitesse,2000,87,53,56,69,23,,,,,
10738,Abel Ruiz,17,182,73,FC Barcelona B,2000,64,64,49,61,19,,,,,
10739,H. Chapman,19,172,70,Blackburn Rovers,3000,74,56,60,66,31,,,,,
10740,A. Lookman,19,174,78,Everton,13000,84,68,48,73,17,,,,,
10741,J. Leko,18,182,64,Bristol City,11000,88,63,47,68,23,,,,,
10742,C. Capone,18,183,75,Pescara,1000,70,53,60,71,18,,,,,
10743,A. Gouiri,17,180,72,Olympique Lyonnais,10000,78,61,51,70,18,,,,,
10744,G. Chakvetadze,17,183,70,KAA Gent,3000,73,51,64,66,35,,,,,
10745,D. Brooks,19,183,62,Sheffield United,7000,64,51,62,68,31,,,,,
10746,R. Ledson,19,181,69,Oxford United,2000,61,51,62,64,55,,,,,
10747,I. Akhmetov,19,172,65,Rubin Kazan,7000,76,58,58,72,37,,,,,
10748,M. Cash,19,179,64,Nottingham Forest,5000,72,48,66,68,47,,,,,
10749,K. Soni,19,183,76,Girona FC,4000,76,54,57,72,43,,,,,
10750,L. Callegari,19,174,71,Paris Saint-Germain,8000,64,48,68,66,59,,,,,
10751,D. Kutesa,19,176,67,FC Basel 1893,6000,87,51,57,70,29,,,,,
10752,S. Field,19,180,73,West Bromwich Albion,9000,60,49,63,62,52,,,,,
10753,I. Oblyakov,18,175,74,FC Ufa,4000,67,61,63,71,52,,,,,
10754,You Ju An,18,176,70,Suwon Samsung Bluewings,2000,72,59,57,64,40,,,,,
10755,G. Togni,19,180,76,Independiente,3000,81,60,58,66,36,,,,,
10756,H. Abe,18,171,65,Kashima Antlers,3000,89,60,47,75,24,,,,,
10757,J. Bree,19,178,74,Aston Villa,5000,69,40,57,61,62,,,,,
10758,E. Hansson,18,172,64,Feyenoord,3000,75,48,60,71,23,,,,,
10759,A. O'Neill,18,178,70,Fleetwood Town,8000,65,54,62,65,53,,,,,
10760,R. Zhemaletdinov,20,184,80,Rubin Kazan,9000,80,63,54,69,29,,,,,
10761,H. Barnes,19,180,70,Barnsley,9000,74,60,61,65,44,,,,,
10762,B. Tekpetey,19,172,69,SCR Altach,6000,79,58,56,69,31,,,,,
10763,B. Kamara,17,178,68,Olympique de Marseille,4000,61,36,54,54,62,,,,,
10764,D. Mitchell,20,181,71,Manchester United,18000,73,59,59,68,60,,,,,
10765,R. Poole,19,180,74,Northampton Town,13000,68,27,49,55,62,,,,,
10766,C. Ronan,19,170,63,Wolverhampton Wanderers,8000,81,55,62,68,46,,,,,
10767,B. Stevenson,20,182,67,Coventry City,4000,74,60,64,64,55,,,,,
10768,M. Svanberg,18,185,77,MalmÃ¶ FF,1000,83,59,62,67,45,,,,,
10769,L. Olivera,18,168,67,San MartÃ­n de San Juan,3000,81,30,47,57,57,,,,,
10770,Lee Sang Heon,19,178,67,Ulsan Hyundai FC,2000,71,60,53,66,43,,,,,
10771,Viti,19,170,64,Real Oviedo,2000,84,52,56,68,32,,,,,
10772,Z. Youssouf,17,182,81,FC Girondins de Bordeaux,6000,69,51,62,65,59,,,,,
10773,Y. GÃ¼veli,19,194,85,FenerbahÃ§e SK,8000,54,31,40,39,64,,,,,
10774,L. Crosta,19,190,78,Cagliari,4000,,,,,,63,63,64,24,63
10775,H. Mahou,17,180,77,OGC Nice,6000,68,63,60,67,32,,,,,
10776,Edu Cortina,20,174,64,Real Oviedo,2000,58,53,64,65,49,,,,,
10777,Asier Gomes,19,173,66,Real Oviedo,2000,60,51,62,66,37,,,,,
10778,Miranda,17,185,72,FC Barcelona B,1000,68,37,51,57,66,,,,,
10779,J. Hanson,21,178,79,Derby County,10000,61,47,61,52,64,,,,,
10780,J. Wildsmith,21,183,65,Sheffield Wednesday,8000,,,,,,65,66,66,42,65
10781,J. Bartosz,20,183,76,WisÅa KrakÃ³w,2000,82,56,52,63,59,,,,,
10782,J. Hesketh,21,168,70,Southampton,15000,65,48,66,67,47,,,,,
10783,A. NÃ¼bel,20,193,85,FC Schalke 04,5000,,,,,,64,58,63,47,61
10784,O. Aina,20,175,65,Hull City,3000,78,36,48,64,62,,,,,
10785,N. Chernov,21,188,80,FC Ural Yekaterinburg,8000,65,33,43,40,65,,,,,
10786,T. Zhamaletdinov,20,181,73,PFC CSKA Moscow,10000,74,64,43,61,28,,,,,
10787,S. Mallan,21,178,69,Barnsley,3000,69,62,62,68,54,,,,,
10788,D. Agyei,20,183,77,Walsall,12000,78,62,45,62,27,,,,,
10789,Otegui,19,171,63,CA Osasuna,2000,72,45,59,65,65,,,,,
10790,F. AyÃ©,20,184,70,AJ Auxerre,2000,75,58,45,66,21,,,,,
10791,E. Iyoha,19,191,86,VfL OsnabrÃ¼ck,5000,79,61,51,66,17,,,,,
10792,F. Reese,19,187,76,FC Schalke 04,6000,65,61,53,60,36,,,,,
10793,C. Pickel,20,184,76,Grasshopper Club ZÃ¼rich,4000,70,47,61,63,60,,,,,
10794,O. Mangala,19,180,78,VfB Stuttgart,4000,71,49,63,72,52,,,,,
10795,Diogo Leite,18,188,73,FC Porto,2000,59,29,37,45,62,,,,,
10796,D. Dinga,19,185,73,FC Ural Yekaterinburg,4000,55,30,38,39,66,,,,,
10797,Rafa MÃºjica,18,183,70,FC Barcelona B,2000,62,68,50,61,31,,,,,
10798,M. BenÃ­tez,21,168,59,Guadalajara,12000,76,56,56,69,49,,,,,
10799,F. Cassata,19,183,75,Sassuolo,7000,68,43,61,67,39,,,,,
10800,Pol ValentÃ­n,20,180,73,GimnÃ stic de Tarragona,2000,90,38,54,63,59,,,,,
10801,M. WaguÃ©,18,171,60,KAS Eupen,2000,81,31,45,62,59,,,,,
10802,A. SevinÃ§,18,170,70,Trabzonspor,6000,77,66,57,66,28,,,,,
10803,P. Sontheimer,18,168,65,SpVgg Greuther FÃ¼rth,2000,68,45,64,67,52,,,,,
10804,Sarsanedas,20,177,71,FC Barcelona B,2000,60,53,58,60,63,,,,,
10805,I. Ignatiev,18,180,72,FC Krasnodar,7000,75,64,44,66,22,,,,,
10806,Edu Frias,18,180,75,RCD Espanyol,2000,,,,,,64,66,61,25,62
10807,D. De Silva,20,170,60,Central Coast Mariners,1000,70,58,58,68,31,,,,,
10808,P. Ceccaroni,21,188,76,Spezia,1000,72,30,46,50,64,,,,,
10809,F. Onyedinma,20,185,80,Millwall,8000,83,58,58,65,43,,,,,
10810,I. Buckley-Ricketts,19,175,68,FC Twente,2000,80,54,52,70,25,,,,,
10811,W. Harding,20,183,78,Birmingham City,6000,75,34,36,46,61,,,,,
10812,K. Boto,21,180,71,AJ Auxerre,2000,68,29,52,58,64,,,,,
10813,E. RolÃ³n,22,178,74,MÃ¡laga CF,5000,64,51,58,61,58,,,,,
10814,C. Martins Pereira,20,188,72,Olympique Lyonnais,10000,63,50,59,60,62,,,,,
10815,H. Isaza,21,184,68,Club LeÃ³n,7000,68,51,65,58,43,,,,,
10816,R. Sallai,20,180,69,Hungary,0,72,46,60,65,35,,,,,
10817,D. Samassekou,21,177,70,FC Red Bull Salzburg,6000,74,49,58,65,63,,,,,
10818,J. Brunetta,20,175,68,Belgrano de CÃ³rdoba,3000,68,59,70,63,49,,,,,
10819,J. HernÃ¡ndez,18,175,79,SD Huesca,9000,80,62,56,63,33,,,,,
10820,A. Sabiri,20,186,80,Huddersfield Town,10000,76,56,51,74,38,,,,,
10821,G. Kalulu,19,176,74,Olympique Lyonnais,7000,79,39,50,60,64,,,,,
10822,A. Gravillon,19,188,75,Benevento,4000,55,30,36,36,65,,,,,
10823,S. CÃ³rdova,19,188,78,FC Augsburg,5000,76,64,53,65,22,,,,,
10824,M. Konyk,19,180,78,Sevilla AtlÃ©tico,1000,61,27,43,41,66,,,,,
10825,A. Bakayoko,21,193,85,Walsall,3000,72,61,48,63,27,,,,,
10826,M. DurmuÅ,20,179,72,GÃ¶ztepe SK,4000,78,56,60,67,48,,,,,
10827,B. Spittal,21,183,72,Partick Thistle FC,2000,79,57,57,68,34,,,,,
10828,D. Parker,21,175,66,SKN St. PÃ¶lten,6000,80,57,57,69,40,,,,,
10829,J. Bowen,20,174,70,Hull City,3000,75,59,55,70,32,,,,,
10830,E. Bearzotti,20,180,75,Hellas Verona,7000,67,59,55,67,17,,,,,
10831,L. Rose,20,175,73,Central Coast Mariners,1000,74,47,57,61,57,,,,,
10832,M. Vitale,19,183,76,SPAL,3000,66,50,67,66,50,,,,,
10833,S. Toscano,21,176,75,GimnÃ stic de Tarragona,3000,60,56,63,67,49,,,,,
10834,G. Dobson,19,185,75,Sparta Rotterdam,2000,68,45,57,63,58,,,,,
10835,N. Rapp,20,185,79,FC Erzgebirge Aue,2000,55,34,52,51,62,,,,,
10836,G. Felicioli,19,180,77,Hellas Verona,10000,68,54,58,65,59,,,,,
10837,A. Acosta,20,173,73,U.N.A.M.,5000,70,56,62,64,45,,,,,
10838,T. Awoniyi,19,178,74,Royal Excel Mouscron,15000,80,62,55,62,23,,,,,
10839,A. ÃmÃ¼r,18,168,67,Trabzonspor,5000,77,62,61,66,41,,,,,
10840,U. Hassan Sale,21,179,69,Viking FK,1000,86,56,56,62,48,,,,,
10841,L. Putaro,20,187,77,DSC Arminia Bielefeld,2000,63,64,44,58,27,,,,,
10842,B. Cascini,20,171,68,Estudiantes de La Plata,4000,72,52,59,66,60,,,,,
10843,K. Endo,19,175,66,Yokohama F. Marinos,2000,74,48,62,63,55,,,,,
10844,M. Pereira Lage,20,180,67,Clermont Foot 63,2000,70,60,64,63,37,,,,,
10845,J. Ruiz,19,188,80,FC Sochaux-MontbÃ©liard,2000,71,42,58,60,61,,,,,
10846,S. Olsson,19,185,81,IF Elfsborg,1000,60,40,62,67,49,,,,,
10847,A. Touba,19,184,81,Club Brugge KV,3000,80,50,61,64,57,,,,,
10848,A. Seydel,21,199,91,Holstein Kiel,7000,61,62,44,61,28,,,,,
10849,V. JanjiÄiÄ,18,180,82,Hamburger SV,4000,63,47,59,62,58,,,,,
10850,N. Tolo,20,178,79,Seattle Sounders FC,2000,86,37,53,64,58,,,,,
10851,Pedrosa,20,185,70,VitÃ³ria de SetÃºbal,2000,62,47,64,64,56,,,,,
10852,J. Fehr,22,176,70,FC Hansa Rostock,1000,83,54,55,72,15,,,,,
10853,A. Babacan,19,185,81,Akhisar Belediyespor,3000,74,35,46,62,63,,,,,
10854,S. Å»urkowski,19,185,77,GÃ³rnik Zabrze,1000,67,52,58,62,58,,,,,
10855,Brian Martin,21,180,71,CD Tenerife,2000,81,60,53,67,33,,,,,
10856,Erick,19,173,65,SC Braga,2000,76,58,58,67,25,,,,,
10857,AdriÃ¡n LÃ³pez,18,185,73,RCD Espanyol,2000,,,,,,60,61,63,29,67
10858,S. Ajayi,23,193,83,Rotherham United,3000,76,23,37,49,63,,,,,
10859,G. Andonian,22,185,74,Dijon FCO,6000,46,32,48,39,64,,,,,
10860,C. Akpom,21,183,70,Arsenal,20000,85,58,52,63,29,,,,,
10861,P. Zinckernagel,22,175,70,SÃ¸nderjyskE,4000,83,59,55,71,20,,,,,
10862,A. Gasilin,21,185,80,Amkar Perm,6000,69,64,51,58,25,,,,,
10863,U. Ikpeazu,22,191,78,Cambridge United,6000,73,57,48,62,28,,,,,
10864,J. Mitchell,22,182,86,Derby County,9000,,,,,,63,62,63,51,63
10865,S. Gregersen,22,191,84,Molde FK,2000,62,44,45,46,63,,,,,
10866,V. Bergan,22,193,85,Odds BK,1000,71,39,43,42,63,,,,,
10867,A. Kawaya,20,173,82,KV Mechelen,4000,78,58,58,69,42,,,,,
10868,M. Samuelsen,20,189,72,West Ham United,17000,74,52,58,71,26,,,,,
10869,W. Cartagena,22,175,72,Peru,0,69,46,57,62,64,,,,,
10870,P. Michorl,22,176,71,LASK Linz,4000,63,44,63,58,63,,,,,
10871,N. Jackers,19,186,79,KRC Genk,2000,,,,,,65,64,59,44,60
10872,M. Normann,21,179,75,Molde FK,10000,70,55,63,67,57,,,,,
10873,IvÃ¡n Villar,19,183,76,RC Celta,2000,,,,,,69,60,63,33,59
10874,L. Zander,21,183,73,FC St. Pauli,5000,73,37,54,59,63,,,,,
10875,K. Hazard,21,170,69,Chelsea,19000,75,54,61,69,30,,,,,
10876,V. Solomon-Otabor,21,175,77,Blackpool,6000,88,57,54,68,32,,,,,
10877,B. Thompson,21,180,78,Millwall,8000,69,49,59,64,60,,,,,
10878,O. Albornoz,21,183,78,Deportes Tolima,1000,73,29,55,52,59,,,,,
10879,L. Boeder,20,184,81,SC Paderborn 07,1000,66,31,48,53,62,,,,,
10880,Samu AraÃºjo,21,169,67,FC Barcelona B,5000,80,35,49,66,58,,,,,
10881,S. Thioub,22,179,75,NÃ®mes Olympique,2000,87,64,58,65,22,,,,,
10882,M. Udol,21,178,74,FC Metz,3000,71,37,55,61,63,,,,,
10883,A. Piu,20,186,77,Empoli,1000,61,64,57,72,22,,,,,
10884,M. Noble,20,172,70,Gimnasia y Esgrima La Plata,4000,64,40,60,67,50,,,,,
10885,A. Walkes,20,187,83,Atlanta United,14000,70,45,54,58,63,,,,,
10886,D. KÄ±lÄ±Ã§,21,180,75,GÃ¶ztepe SK,4000,68,51,63,69,59,,,,,
10887,M. LÃ³pez,20,176,75,Envigado FC,1000,63,54,63,65,33,,,,,
10888,Verdasca,20,185,80,Real Zaragoza,2000,58,32,43,46,62,,,,,
10889,P. Sandler,20,190,82,PEC Zwolle,2000,66,29,47,59,63,,,,,
10890,Y. Wissa,20,176,73,AC Ajaccio,6000,80,61,49,66,23,,,,,
10891,F. Ballo TourÃ©,20,182,70,LOSC Lille,8000,85,45,56,64,58,,,,,
10892,T. Bergmann,20,181,75,FC Rot-WeiÃ Erfurt,1000,65,61,62,57,56,,,,,
10893,ZÃ© Pedro,20,175,69,CD Feirense,3000,71,67,56,67,29,,,,,
10894,M. KoÅ¡Å¥Ã¡l,21,179,62,WisÅa KrakÃ³w,2000,74,53,63,64,37,,,,,
10895,R. KouamÃ©,20,177,68,LOSC Lille,8000,74,45,59,64,59,,,,,
10896,K. Kouao,19,173,65,Moreirense FC,1000,68,34,45,65,64,,,,,
10897,Tavares,18,175,70,CD Feirense,2000,67,54,61,67,42,,,,,
10898,M. RistiÄ,21,183,73,FC Krasnodar,8000,66,55,59,62,62,,,,,
10899,A. Jakubech,20,188,85,LOSC Lille,6000,,,,,,63,62,64,40,61
10900,K. Antonsen,22,172,70,TromsÃ¸ IL,1000,82,50,55,64,59,,,,,
10901,S. Locigno,21,182,68,Royal Excel Mouscron,3000,75,41,58,67,59,,,,,
10902,AndrÃ©s Prieto,23,194,91,MÃ¡laga CF,4000,,,,,,61,65,62,40,67
10903,C. Morris,21,185,85,Shrewsbury,9000,73,61,44,62,32,,,,,
10904,C. RenterÃ­a,21,175,70,Deportes Tolima,11000,56,37,50,53,63,,,,,
10905,HÃ©ctor,21,173,71,Albacete BP,11000,71,61,52,72,20,,,,,
10906,L. Lindsay,21,193,89,Barnsley,3000,56,26,43,41,62,,,,,
10907,L. RolÃ³n,22,171,70,Arsenal de SarandÃ­,3000,77,39,64,68,50,,,,,
10908,M. Pollachi,22,183,77,Newell's Old Boys,4000,66,31,36,42,65,,,,,
10909,R. RÃºnarsson,22,185,78,FC NordsjÃ¦lland,3000,,,,,,66,66,67,46,62
10910,S. Al Jaman,23,173,70,Al Ahli,9000,81,60,55,66,20,,,,,
10911,K. Achahbar,21,182,70,En Avant de Guingamp,6000,74,66,53,67,18,,,,,
10912,Juanje,22,167,65,Sevilla AtlÃ©tico,2000,80,53,56,71,25,,,,,
10913,D. Blanco,22,169,67,Independiente,5000,72,49,62,68,31,,,,,
10914,N. Mbemba,22,182,77,Stade de Reims,3000,67,59,63,66,51,,,,,
10915,A. Verschueren,20,186,73,NAC Breda,2000,66,36,58,63,63,,,,,
10916,R. Zentner,22,194,96,1. FSV Mainz 05,5000,,,,,,65,62,60,65,61
10917,T. Cillard,21,186,81,Tours FC,2000,66,27,43,39,64,,,,,
10918,L. McGee,21,188,80,Portsmouth,2000,,,,,,67,62,59,38,60
10919,I. CissÃ©,21,184,77,Tours FC,2000,76,37,61,64,58,,,,,
10920,Javi MuÃ±oz,22,176,70,Lorca FC,27000,60,57,62,66,39,,,,,
10921,Deco,21,168,63,MÃ¡laga CF,5000,56,44,60,65,59,,,,,
10922,JoÃ£o Sousa,22,190,78,Moreirense FC,2000,50,28,38,44,64,,,,,
10923,G. Scamacca,18,195,80,Sassuolo,9000,55,64,49,63,24,,,,,
10924,E. Ãmarsson,22,183,73,IFK GÃ¶teborg,2000,84,61,53,65,31,,,,,
10925,N. Tripichio,21,175,68,VÃ©lez Sarsfield,3000,75,38,54,61,61,,,,,
10926,G. Cotugno,22,177,75,Real Oviedo,2000,80,37,50,63,61,,,,,
10927,L. Godoy,22,180,70,Club AtlÃ©tico Talleres,3000,66,31,50,59,64,,,,,
10928,M. Ofkir,20,178,71,Sporting Lokeren,4000,87,55,53,70,27,,,,,
10929,R. Mmaee,20,183,79,Waasland-Beveren,4000,76,59,53,70,28,,,,,
10930,JoÃ£o Gamboa,20,187,80,Clube Sport MarÃ­timo,2000,61,53,59,61,57,,,,,
10931,O. LinnÃ©r,20,198,82,AIK,2000,,,,,,68,58,53,35,65
10932,Julen LÃ³pez,21,190,84,SD Eibar,4000,57,21,38,42,63,,,,,
10933,Kim Geon Woong,19,186,78,Ulsan Hyundai FC,1000,60,48,56,62,60,,,,,
10934,R. Canouse,22,177,76,DC United,2000,63,51,55,62,62,,,,,
10935,Sito,20,180,70,Lorca FC,6000,61,60,61,69,35,,,,,
10936,B. Kirsch,21,178,75,SpVgg Greuther FÃ¼rth,3000,60,41,60,64,60,,,,,
10937,Y. Bavin,23,174,70,FC Ural Yekaterinburg,7000,57,52,53,61,62,,,,,
10938,M. D'Arpino,21,175,70,US OrlÃ©ans Loiret Football,12000,69,52,65,69,49,,,,,
10939,Alfonso Herrero,23,180,83,Real Oviedo,2000,,,,,,59,60,63,44,64
10940,A. KreÅ¡iÄ,21,198,83,Avellino,1000,61,38,33,37,65,,,,,
10941,D. George,19,183,75,FC Twente,2000,81,56,54,67,29,,,,,
10942,Murilo Freitas,21,174,67,CD Tondela,2000,72,63,57,68,30,,,,,
10943,M. Thurnwald,18,172,68,SK Rapid Wien,3000,77,50,55,66,59,,,,,
10944,G. Reniero,22,188,79,San Lorenzo de Almagro,6000,66,65,54,61,23,,,,,
10945,Gilson Costa,20,183,77,Boavista FC,2000,62,43,53,60,61,,,,,
10946,E. LÃ¶wen,20,188,91,1. FC NÃ¼rnberg,3000,66,49,59,63,58,,,,,
10947,D. Eckert,20,181,79,RC Celta,6000,57,64,46,57,22,,,,,
10948,Landeta,21,193,92,Deportivo AlavÃ©s,4000,,,,,,64,68,61,36,60
10949,L. Zidane,19,182,73,Real Madrid,10000,,,,,,66,64,62,29,63
10950,J. CandÃ­a,21,179,72,Bolivia,0,58,27,27,30,66,,,,,
10951,M. Crooks,23,192,72,Northampton Town,2000,67,54,57,63,59,,,,,
10952,R. SÃ¡nchez,23,191,87,Chicago Fire,2000,,,,,,72,62,62,43,57
10953,A. Pierre,24,185,88,Northampton Town,2000,67,21,34,38,61,,,,,
10954,J. Blackman,23,199,93,Sheffield United,7000,,,,,,63,61,66,46,64
10955,W. Vaulks,23,180,75,Rotherham United,3000,60,57,60,59,63,,,,,
10956,D. Anderson,22,180,72,Bari,1000,76,35,52,65,65,,,,,
10957,J. Lowe,22,183,75,Portsmouth,4000,87,61,56,70,18,,,,,
10958,M. Ingebrigtsen,20,170,68,TromsÃ¸ IL,2000,81,62,54,68,42,,,,,
10959,O. Schnitzler,21,190,87,Hallescher FC,1000,,,,,,61,61,64,42,63
10960,A. Mabil,21,179,73,FC PaÃ§os de Ferreira,7000,92,51,52,70,24,,,,,
10961,T. Lapslie,21,168,69,Colchester United,4000,66,50,54,59,62,,,,,
10962,J. Houwen,21,188,79,Vitesse,2000,,,,,,67,62,61,44,60
10963,L. Henderson,21,183,67,Celtic,11000,67,56,66,66,53,,,,,
10964,J. Binnom-Williams,22,188,77,Chesterfield,4000,84,42,47,66,62,,,,,
10965,H. Kamara,23,168,67,Stade de Reims,3000,77,58,58,65,37,,,,,
10966,S. Nelson,21,185,75,Yeovil Town,7000,52,26,37,45,63,,,,,
10967,L. SuÃ¡rez,22,181,82,Defensa y Justicia,3000,67,30,46,52,66,,,,,
10968,P. Malicsek,20,178,70,SK Rapid Wien,5000,68,49,62,64,55,,,,,
10969,N. Breitenbruch,21,177,75,Independiente,4000,64,39,54,55,63,,,,,
10970,A. Buksa,20,191,78,ZagÅÄbie Lubin,3000,69,60,53,61,27,,,,,
10971,S. D'Almeida,21,178,71,Blackpool,2000,65,41,49,57,66,,,,,
10972,A. Palazzi,21,178,73,Pescara,10000,60,49,60,64,60,,,,,
10973,J. Palacios,23,185,74,AtlÃ©tico Bucaramanga,1000,53,25,48,37,65,,,,,
10974,G. Di Renzo,21,181,74,Patronato,3000,80,59,55,66,25,,,,,
10975,A. De Sart,20,180,69,Sint-Truidense VV,3000,57,54,66,64,59,,,,,
10976,J. Vitale,21,184,81,UniÃ³n de Santa Fe,4000,50,48,56,60,64,,,,,
10977,M. Merkulov,23,180,70,FC Ural Yekaterinburg,7000,70,33,51,66,62,,,,,
10978,A. Calabresi,21,186,75,Spezia,10000,65,30,40,44,65,,,,,
10979,F. Kamberi,22,189,86,Grasshopper Club ZÃ¼rich,6000,67,58,46,57,27,,,,,
10980,A. Deiola,21,189,85,Cagliari,10000,69,63,59,60,58,,,,,
10981,M. Rasner,22,177,72,SKN St. PÃ¶lten,4000,68,61,57,68,59,,,,,
10982,Gustavo Hebling,21,173,66,Portimonense SC,2000,55,53,65,64,60,,,,,
10983,AdriÃ¡n GÃ³mez,23,180,75,Albacete BP,2000,61,42,57,56,64,,,,,
10984,A. Ndom,21,188,80,Stade de Reims,2000,58,54,59,65,62,,,,,
10985,L. Montoya,22,171,67,Chacarita Juniors,5000,71,55,63,67,58,,,,,
10986,Albisua,24,187,80,Lorca FC,2000,53,42,57,53,60,,,,,
10987,E. Serje,21,178,72,Junior FC,1000,65,47,52,59,64,,,,,
10988,Pablo Larrea,23,175,65,CD Numancia,3000,61,57,60,65,49,,,,,
10989,N. Messiniti,21,184,80,San MartÃ­n de San Juan,5000,67,64,48,64,22,,,,,
10990,L. Å imiÄ,20,195,88,Empoli,7000,54,31,35,40,65,,,,,
10991,F. Pick,21,176,67,1. FC Magdeburg,3000,85,50,53,68,24,,,,,
10992,I. Zhigulev,21,175,70,FC Krasnodar,9000,69,59,63,61,49,,,,,
10993,C. Ekuban,23,188,80,Leeds United,9000,81,61,41,62,22,,,,,
10994,F. Carballo,20,177,71,Sevilla AtlÃ©tico,2000,65,60,63,67,47,,,,,
10995,I. Abdullahi,20,196,78,FK Austria Wien,6000,54,66,42,53,27,,,,,
10996,Bengoa,22,176,74,Deportivo de La CoruÃ±a,6000,60,50,66,65,36,,,,,
10997,J. Clarke-Harris,22,183,71,Rotherham United,4000,80,64,35,62,19,,,,,
10998,M. Ãdegaard,24,186,80,TromsÃ¸ IL,1000,65,27,47,52,65,,,,,
10999,M. Ingram,23,190,82,Northampton Town,5000,,,,,,68,64,60,36,64
11000,L. Erwin,23,188,79,Kilmarnock,2000,68,64,50,62,23,,,,,
11001,D. Moberg Karlsson,23,179,76,IFK NorrkÃ¶ping,2000,86,65,51,66,20,,,,,
11002,I. Lawlor,22,192,80,Doncaster Rovers,2000,,,,,,65,64,62,45,62
11003,A. Evseev,23,184,77,FC Ural Yekaterinburg,8000,66,59,61,67,43,,,,,
